source_pack_id,source_row_id,source_pack_name,difficulty,tier,position,proposed_pack_id,proposed_pack_name,proposed_target_phoneme_es,proposed_contrast_phoneme_es,clinical_goal,candidate_slot,proposed_word_1_es,proposed_word_2_es,lexical_naturalness_notes,regional_notes,approval_status
pack_th_voiced_unvoiced,drill_thth_011,Voicing: /θ/ vs /ð/,4,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,11,loto,lodo,Contraste medial con soporte de vocal redondeada.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_012,Voicing: /θ/ vs /ð/,3,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,12,bota,boda,Par frecuente en marco silábico abierto.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_013,Voicing: /θ/ vs /ð/,3,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,13,nata,nada,Par medial muy familiar con separación semántica clara.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_014,Voicing: /θ/ vs /ð/,4,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,14,cata,cada,Contraste medial en un marco léxico productivo del español.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_015,Voicing: /θ/ vs /ð/,4,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,15,salto,saldo,Contraste de oclusivas tras líquida con apoyo de coda retenida.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_016,Voicing: /θ/ vs /ð/,4,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,16,falta,falda,Contraste postlíquido de alta funcionalidad comunicativa.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_017,Voicing: /θ/ vs /ð/,5,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,17,suelto,sueldo,Contexto de mayor carga con grupo consonántico y vocales igualadas.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_018,Voicing: /θ/ vs /ð/,4,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,18,dato,dado,Inicio compartido que concentra la tarea en la discriminación medial.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_019,Voicing: /θ/ vs /ð/,4,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,19,pito,pido,Par con mismo inicio que centra la escucha en /t/ frente a /d/ en posición medial.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
pack_th_voiced_unvoiced,drill_thth_020,Voicing: /θ/ vs /ð/,5,free,medial,pack_es_t_vs_d,Stop Voicing: /t/ vs /d/,/t/,/d/,Spanish-native /t/ vs /d/ discrimination pack centered on initial and medial contrasts; avoids unstable word-final /d/.,20,pita,pida,Contraste con forma verbal que aumenta la carga léxica sin perder la pista medial.,Panregional launch set; avoids seseo/castellano-only contrasts and avoids word-final /d/ dependence.,clinically_reviewed
