id,scenario_id,speaker,text_en,order,source_row_id,text_es,source_language,target_language,translation_status
scn_gym_signup_03,scn_gym_signup,Staff,We have monthly and annual plans. Annual saves you twenty percent.,3,scn_gym_signup_03,Contamos con planes mensuales y anuales. Anual te ahorra el veinte por ciento.,en,es,machine_translated
scn_gym_signup_04,scn_gym_signup,Customer,What's included in the basic membership?,4,scn_gym_signup_04,¿Qué incluye la membresía básica?,en,es,machine_translated
scn_gym_signup_05,scn_gym_signup,Staff,Full access to all equipment and group classes. Personal training is extra.,5,scn_gym_signup_05,Acceso completo a todos los equipos y clases grupales. El entrenamiento personal es extra.,en,es,machine_translated
scn_gym_signup_06,scn_gym_signup,Customer,Can I try it for a day first?,6,scn_gym_signup_06,¿Puedo probarlo por un día primero?,en,es,machine_translated
scn_gym_signup_07,scn_gym_signup,Staff,Absolutely. I can give you a free day pass right now.,7,scn_gym_signup_07,Absolutamente. Puedo darte un pase de un día gratis ahora mismo.,en,es,machine_translated
scn_gym_signup_08,scn_gym_signup,Customer,That would be great. Where are the locker rooms?,8,scn_gym_signup_08,Eso sería genial. ¿Dónde están los vestuarios?,en,es,machine_translated
scn_hotel_checkin_01,scn_hotel_checkin,Clerk,Good evening. Welcome to the Grand Hotel. Checking in?,1,scn_hotel_checkin_01,Buenas noches. Bienvenidos al Gran Hotel. ¿Registrarse?,en,es,machine_translated
scn_hotel_checkin_02,scn_hotel_checkin,Guest,Yes. I have a reservation under the name Parker.,2,scn_hotel_checkin_02,Sí. Tengo una reserva a nombre de Parker.,en,es,machine_translated
scn_hotel_checkin_03,scn_hotel_checkin,Clerk,Yes I see it here. A king room for two nights?,3,scn_hotel_checkin_03,"Sí, lo veo aquí. ¿Una habitación king por dos noches?",en,es,machine_translated
scn_hotel_checkin_04,scn_hotel_checkin,Guest,That's correct.,4,scn_hotel_checkin_04,Eso es correcto.,en,es,machine_translated
scn_hotel_checkin_05,scn_hotel_checkin,Clerk,May I see your ID and a credit card for incidentals?,5,scn_hotel_checkin_05,¿Puedo ver su identificación y una tarjeta de crédito para imprevistos?,en,es,machine_translated
scn_hotel_checkin_06,scn_hotel_checkin,Guest,Here you are. What time is checkout?,6,scn_hotel_checkin_06,Aquí tiene. ¿A qué hora es el pago?,en,es,machine_translated
scn_hotel_checkin_07,scn_hotel_checkin,Clerk,Checkout is at eleven. Would you like a wake-up call?,7,scn_hotel_checkin_07,La salida es a las once. ¿Quieres una llamada de atención?,en,es,machine_translated
scn_hotel_checkin_08,scn_hotel_checkin,Guest,Yes please. Seven in the morning.,8,scn_hotel_checkin_08,"Sí, por favor. Siete de la mañana.",en,es,machine_translated
scn_library_help_01,scn_library_help,Librarian,Can I help you find something?,1,scn_library_help_01,¿Puedo ayudarte a encontrar algo?,en,es,machine_translated
scn_library_help_02,scn_library_help,Patron,Yes I'm looking for books about gardening.,2,scn_library_help_02,"Sí, estoy buscando libros sobre jardinería.",en,es,machine_translated
scn_library_help_03,scn_library_help,Librarian,We have a whole section on that. Follow me.,3,scn_library_help_03,Tenemos una sección completa sobre eso. Sígueme.,en,es,machine_translated
scn_library_help_04,scn_library_help,Patron,I'm particularly interested in vegetable gardening.,4,scn_library_help_04,Estoy particularmente interesado en la horticultura.,en,es,machine_translated
scn_library_help_05,scn_library_help,Librarian,These three books are very popular with beginners.,5,scn_library_help_05,Estos tres libros son muy populares entre los principiantes.,en,es,machine_translated
scn_library_help_06,scn_library_help,Patron,Thank you. How long can I keep them?,6,scn_library_help_06,Gracias. ¿Cuánto tiempo puedo conservarlos?,en,es,machine_translated
scn_library_help_07,scn_library_help,Librarian,Three weeks. You can renew online if you need more time.,7,scn_library_help_07,Tres semanas. Puedes renovar en línea si necesitas más tiempo.,en,es,machine_translated
scn_library_help_08,scn_library_help,Patron,That's very helpful. I'll start with these three. Thank you.,8,scn_library_help_08,Eso es muy útil. Empezaré con estos tres. Gracias.,en,es,machine_translated
scn_bakery_order_01,scn_bakery_order,Baker,Good morning. What can I get for you?,1,scn_bakery_order_01,Buen día. ¿Qué puedo conseguir para ti?,en,es,machine_translated
scn_bakery_order_02,scn_bakery_order,Customer,I'd like two croissants and a blueberry muffin please.,2,scn_bakery_order_02,"Quisiera dos croissants y un panecillo de arándanos, por favor.",en,es,machine_translated
scn_bakery_order_03,scn_bakery_order,Baker,Fresh out of the oven. Anything else?,3,scn_bakery_order_03,Recién salido del horno. ¿Algo más?,en,es,machine_translated
scn_bakery_order_04,scn_bakery_order,Customer,Do you have any gluten-free options?,4,scn_bakery_order_04,¿Tienes alguna opción sin gluten?,en,es,machine_translated
scn_bakery_order_05,scn_bakery_order,Baker,Yes we have gluten-free brownies and cookies.,5,scn_bakery_order_05,"Sí, tenemos brownies y galletas sin gluten.",en,es,machine_translated
scn_bakery_order_06,scn_bakery_order,Customer,I'll take two brownies as well.,6,scn_bakery_order_06,Tomaré dos brownies también.,en,es,machine_translated
scn_bakery_order_07,scn_bakery_order,Baker,Your total is twelve seventy-five. For here or to go?,7,scn_bakery_order_07,Tu total es doce setenta y cinco. ¿Para aquí o para ir?,en,es,machine_translated
scn_bakery_order_08,scn_bakery_order,Customer,To go please.,8,scn_bakery_order_08,Para ir por favor.,en,es,machine_translated
scn_deli_counter_01,scn_deli_counter,Clerk,Who's next? What can I get for you?,1,scn_deli_counter_01,¿Quién es el siguiente? ¿Qué puedo conseguir para ti?,en,es,machine_translated
scn_deli_counter_02,scn_deli_counter,Customer,Half a pound of turkey breast please.,2,scn_deli_counter_02,"Media libra de pechuga de pavo, por favor.",en,es,machine_translated
scn_deli_counter_03,scn_deli_counter,Clerk,Thin sliced or regular?,3,scn_deli_counter_03,¿Lonchas finas o regulares?,en,es,machine_translated
scn_deli_counter_04,scn_deli_counter,Customer,Thin sliced. And a quarter pound of swiss cheese.,4,scn_deli_counter_04,En rodajas finas. Y un cuarto de libra de queso suizo.,en,es,machine_translated
scn_deli_counter_05,scn_deli_counter,Clerk,Here's a sample of the turkey. Is that sliced thin enough?,5,scn_deli_counter_05,Aquí tienes una muestra del pavo. ¿Está cortado lo suficientemente fino?,en,es,machine_translated
scn_deli_counter_06,scn_deli_counter,Customer,Perfect. Thank you.,6,scn_deli_counter_06,Perfecto. Gracias.,en,es,machine_translated
scn_deli_counter_07,scn_deli_counter,Clerk,Anything else today?,7,scn_deli_counter_07,¿Algo más hoy?,en,es,machine_translated
scn_deli_counter_08,scn_deli_counter,Customer,That's all thanks.,8,scn_deli_counter_08,"Eso es todo, gracias.",en,es,machine_translated
scn_movie_tickets_01,scn_movie_tickets,Cashier,Welcome to Star Cinema. What movie would you like to see?,1,scn_movie_tickets_01,Bienvenidos a Cine Estrella. ¿Qué película te gustaría ver?,en,es,machine_translated
scn_movie_tickets_02,scn_movie_tickets,Customer,Two tickets for the seven o'clock showing of The Great Adventure.,2,scn_movie_tickets_02,Dos entradas para la función de las siete de La gran aventura.,en,es,machine_translated
scn_movie_tickets_03,scn_movie_tickets,Cashier,That's in theater five. Would you like regular or IMAX?,3,scn_movie_tickets_03,Eso está en la sala cinco. ¿Te gustaría regular o IMAX?,en,es,machine_translated
scn_movie_tickets_04,scn_movie_tickets,Customer,Regular is fine. What's the price difference?,4,scn_movie_tickets_04,Regular está bien. ¿Cuál es la diferencia de precio?,en,es,machine_translated
scn_movie_tickets_05,scn_movie_tickets,Cashier,IMAX is six dollars more per ticket.,5,scn_movie_tickets_05,IMAX cuesta seis dólares más por entrada.,en,es,machine_translated
scn_movie_tickets_06,scn_movie_tickets,Customer,We'll stick with regular. Can we pick our seats?,6,scn_movie_tickets_06,Nos quedaremos con lo normal. ¿Podemos elegir nuestros asientos?,en,es,machine_translated
scn_movie_tickets_07,scn_movie_tickets,Cashier,Yes. The screen shows available seats in blue.,7,scn_movie_tickets_07,Sí. La pantalla muestra los asientos disponibles en azul.,en,es,machine_translated
scn_movie_tickets_08,scn_movie_tickets,Customer,Row G seats ten and eleven please.,8,scn_movie_tickets_08,"En la fila G hay asientos para diez y once, por favor.",en,es,machine_translated
scn_dentist_checkin_01,scn_dentist_checkin,Receptionist,Good afternoon. Welcome to Bright Smiles Dental.,1,scn_dentist_checkin_01,Buenas tardes. Bienvenido a Bright Smiles Dental.,en,es,machine_translated
scn_dentist_checkin_02,scn_dentist_checkin,Patient,Hi. I have a two-thirty appointment.,2,scn_dentist_checkin_02,Hola. Tengo una cita a las dos y media.,en,es,machine_translated
scn_dentist_checkin_03,scn_dentist_checkin,Receptionist,Name please?,3,scn_dentist_checkin_03,¿Nombre por favor?,en,es,machine_translated
scn_dentist_checkin_04,scn_dentist_checkin,Patient,Jennifer Adams.,4,scn_dentist_checkin_04,Jennifer Adams.,en,es,machine_translated
scn_dentist_checkin_05,scn_dentist_checkin,Receptionist,I see you. Is this for your regular cleaning?,5,scn_dentist_checkin_05,Te veo. ¿Esto es para tu limpieza habitual?,en,es,machine_translated
scn_dentist_checkin_06,scn_dentist_checkin,Patient,Yes and I've been having some sensitivity in my back teeth.,6,scn_dentist_checkin_06,"Sí, y he tenido cierta sensibilidad en los dientes posteriores.",en,es,machine_translated
scn_dentist_checkin_07,scn_dentist_checkin,Receptionist,I'll make a note for the dentist. Please fill out this form about your symptoms.,7,scn_dentist_checkin_07,Le dejaré una nota al dentista. Por favor complete este formulario sobre sus síntomas.,en,es,machine_translated
scn_dentist_checkin_08,scn_dentist_checkin,Patient,Thank you. Where should I wait?,8,scn_dentist_checkin_08,Gracias. ¿Dónde debo esperar?,en,es,machine_translated
scn_eye_doctor_01,scn_eye_doctor,Technician,Come on in. We'll start with some preliminary tests.,1,scn_eye_doctor_01,Entra. Comenzaremos con algunas pruebas preliminares.,en,es,machine_translated
scn_eye_doctor_02,scn_eye_doctor,Patient,What kind of tests?,2,scn_eye_doctor_02,¿Qué tipo de pruebas?,en,es,machine_translated
scn_eye_doctor_03,scn_eye_doctor,Technician,Just checking your eye pressure and taking some measurements.,3,scn_eye_doctor_03,Simplemente controle la presión de su ojo y tome algunas medidas.,en,es,machine_translated
scn_eye_doctor_04,scn_eye_doctor,Patient,Will that hurt?,4,scn_eye_doctor_04,¿Eso dolerá?,en,es,machine_translated
scn_eye_doctor_05,scn_eye_doctor,Technician,Not at all. You might feel a small puff of air.,5,scn_eye_doctor_05,De nada. Es posible que sienta una pequeña bocanada de aire.,en,es,machine_translated
scn_eye_doctor_06,scn_eye_doctor,Patient,Okay. My vision seems blurrier lately especially at night.,6,scn_eye_doctor_06,"Bueno. Mi visión parece más borrosa últimamente, especialmente de noche.",en,es,machine_translated
scn_eye_doctor_07,scn_eye_doctor,Technician,The doctor will check that thoroughly. When did you notice the change?,7,scn_eye_doctor_07,El médico lo comprobará minuciosamente. ¿Cuándo notaste el cambio?,en,es,machine_translated
scn_eye_doctor_08,scn_eye_doctor,Patient,About two months ago. It's gotten gradually worse.,8,scn_eye_doctor_08,Hace unos dos meses. Ha empeorado gradualmente.,en,es,machine_translated
scn_car_service_01,scn_car_service,Advisor,Good morning. Do you have an appointment with us today?,1,scn_car_service_01,Buen día. ¿Tienes una cita con nosotros hoy?,en,es,machine_translated
scn_car_service_02,scn_car_service,Customer,Yes I called yesterday about my brakes making a squealing noise.,2,scn_car_service_02,Sí. Llamé ayer porque mis frenos hacían un chirrido.,en,es,machine_translated
scn_car_service_03,scn_car_service,Advisor,Let me pull up your information. Is this for the silver sedan?,3,scn_car_service_03,Déjame obtener tu información. ¿Esto es para el sedán plateado?,en,es,machine_translated
scn_car_service_04,scn_car_service,Customer,That's right. It started about two weeks ago.,4,scn_car_service_04,Así es. Comenzó hace unas dos semanas.,en,es,machine_translated
scn_car_service_05,scn_car_service,Advisor,We'll take a look at the brake pads and rotors. It should take about two hours.,5,scn_car_service_05,Echaremos un vistazo a las pastillas de freno y los rotores. Debería tardar unas dos horas.,en,es,machine_translated
scn_car_service_06,scn_car_service,Customer,Do you have a waiting area or should I come back?,6,scn_car_service_06,¿Tienen área de espera o debo regresar?,en,es,machine_translated
scn_car_service_07,scn_car_service,Advisor,We have a lounge with coffee and wifi. I'll update you when it's ready.,7,scn_car_service_07,Disponemos de un salón con café y wifi. Te actualizaré cuando esté listo.,en,es,machine_translated
scn_car_service_08,scn_car_service,Customer,Great. Can you also check the oil level while it's in?,8,scn_car_service_08,Excelente. ¿Puedes comprobar también el nivel de aceite mientras está dentro?,en,es,machine_translated
scn_tech_support_01,scn_tech_support,Agent,Thank you for calling tech support. How can I help you today?,1,scn_tech_support_01,Gracias por llamar al soporte técnico. ¿Cómo puedo ayudarte hoy?,en,es,machine_translated
scn_tech_support_02,scn_tech_support,Caller,My internet has been very slow since yesterday morning.,2,scn_tech_support_02,Mi Internet ha estado muy lento desde ayer por la mañana.,en,es,machine_translated
scn_tech_support_03,scn_tech_support,Agent,I'm sorry to hear that. Can you tell me the model number on your router?,3,scn_tech_support_03,Lamento escuchar eso. ¿Puedes decirme el número de modelo de tu enrutador?,en,es,machine_translated
scn_tech_support_04,scn_tech_support,Caller,It says N-three-hundred on the bottom label.,4,scn_tech_support_04,Dice N-trescientos en la etiqueta inferior.,en,es,machine_translated
scn_tech_support_05,scn_tech_support,Agent,Have you tried unplugging the router and waiting thirty seconds?,5,scn_tech_support_05,¿Has probado a desconectar el router y esperar treinta segundos?,en,es,machine_translated
scn_tech_support_06,scn_tech_support,Caller,Yes I've done that twice already. It didn't help.,6,scn_tech_support_06,"Sí, ya lo he hecho dos veces. No ayudó.",en,es,machine_translated
scn_tech_support_07,scn_tech_support,Agent,Let me run a diagnostic from our end. Can you stay on the line for about two minutes?,7,scn_tech_support_07,Déjame realizar un diagnóstico por nuestra parte. ¿Puedes permanecer en la línea unos dos minutos?,en,es,machine_translated
scn_tech_support_08,scn_tech_support,Caller,Sure. I'll wait.,8,scn_tech_support_08,Seguro. Esperaré.,en,es,machine_translated
scn_insurance_call_01,scn_insurance_call,Agent,Good afternoon. Can I have your policy number please?,1,scn_insurance_call_01,"Buenas tardes. ¿Me puede dar su número de póliza, por favor?",en,es,machine_translated
